dt,Price,year,month,quarter,day_of_week,day_of_month,rolling_std,normalized_price,log_normalized_price
2020-04-27,0.00021228203503032006,2020,4,2,0,27,1117.4917801878153,29.977849138514202,3.4004587468924523
2020-05-04,0.01882233434885361,2020,5,2,0,4,1096.6546927592885,30.547445992968655,3.419281081241306
2020-05-11,0.1076501869263109,2020,5,2,0,11,984.7319278343864,34.0194108194226,3.526931268167617
2020-05-18,0.3162612793712021,2020,5,2,0,18,717.7405625648978,46.674246583313234,3.843192547538819
2020-05-25,0.1846800517328928,2020,5,2,0,25,596.7081414394053,56.141348967000596,4.027872599271712
2020-06-01,-0.09135276085775068,2020,6,2,0,1,644.0285143316164,51.239967277299755,3.936519838413961
2020-06-08,-0.06819060465758353,2020,6,2,0,8,689.477184450832,47.86235243778874,3.8683292337563775
2020-06-15,0.12622669028394284,2020,6,2,0,15,607.7155435050468,54.30172117973144,3.9945559240403203
2020-06-22,0.3662323074622482,2020,6,2,0,22,430.29236008900307,78.3188434789532,4.360788231502569
2020-06-29,0.023461486678968413,2020,6,2,0,29,430.29236008900307,80.17804451109453,4.384249718181537
2020-07-06,-0.1499916754687316,2020,7,3,0,6,499.92423668361175,69.01045692216378,4.234258042712805
2020-07-13,-0.24696020345532066,2020,7,3,0,13,649.2419822489933,53.90902153116927,3.9872978392574847
2020-07-20,-0.14116042700739673,2020,7,3,0,20,747.6731582146062,46.811898508671455,3.846137412250088
2020-07-27,-0.09705089360580077,2020,7,3,0,27,826.2272781450442,42.48225751975014,3.749086518644287
2020-08-03,-0.05857698840922332,2020,8,3,0,3,876.0707733964504,40.06525621659577,3.690509530235064
2020-08-10,-0.03666362205220386,2020,8,3,0,10,911.3759161869035,38.62292098662528,3.65384590818286
2020-08-17,-0.03348138481026419,2020,8,3,0,17,950.4384952919334,37.35118071905951,3.620364523372596
2020-08-24,-0.04451669499081712,2020,8,3,0,24,1021.6964502057866,35.72489656066466,3.5758478283817787
2020-08-31,-0.06498253042206503,2020,8,3,0,31,1111.2032790053343,33.47722302736422,3.5108652979597137
2020-09-07,-0.004240056034099826,2020,9,3,0,7,1124.924239873085,33.335578229011034,3.506625241925614
2020-09-14,-0.011247070639469392,2020,9,3,0,14,1137.6477593007096,32.962751162144016,3.4953781712861445
2020-09-21,-0.0739537093618492,2020,9,3,0,21,1241.3030787574976,30.612991017501315,3.4214244619242953
2020-09-28,-0.058284914116234265,2020,9,3,0,28,1333.1155125106336,28.879717952942883,3.363139547808061
2020-10-05,-0.11764413997485423,2020,10,4,0,5,1538.4959203615817,25.67442622188858,3.245495407833207
2020-10-12,-0.08719177464022199,2020,10,4,0,12,1699.9108711036927,23.530645447328304,3.158303633192985
2020-10-19,-0.010266396332079264,2020,10,4,0,19,1695.9845625368155,23.290306334461434,3.1480372368609055
2020-10-26,0.05636944438462388,2020,10,4,0,26,1603.027438847052,24.640875784640123,3.2044066812455294
2020-11-02,0.11894081855307048,2020,11,4,0,2,1423.2644934028954,27.753098726968947,3.3233474997986
2020-11-09,0.19292804603979574,2020,11,4,0,9,1173.5403570804722,33.65883393926725,3.5162755458383956
2020-11-16,0.15779525730128885,2020,11,4,0,16,1002.2323567762602,39.412018313850986,3.6740708031396845
2020-11-23,0.1311444234209227,2020,11,4,0,23,879.0490729913079,44.93492026057865,3.805215226560607
2020-11-30,-0.08704073800360845,2020,11,4,0,30,1007.5472768814041,41.18913419968963,3.7181744885569987
2020-12-07,-0.14814295886032047,2020,12,4,0,7,1196.5860528260464,35.517712996591676,3.5700315296966783
2020-12-14,-0.8540813518345796,2020,12,4,0,14,3373.245896579076,15.118968958569205,2.7159501778620987
2020-12-21,-0.43022333210684405,2020,12,4,0,21,5898.606666498487,9.83283057834907,2.2857268457552546
2020-12-28,-0.2363999693231036,2020,12,4,0,28,7858.116822750849,7.762674108304496,2.049326876432151
2021-01-04,-0.143472847694748,2021,1,1,0,4,9070.431482169262,6.725148645895662,1.905854028737403
2021-01-11,-0.07393805143103216,2021,1,1,0,11,9766.497309525552,6.245842093306564,1.831915977306371
2021-01-18,-0.025298820612146056,2021,1,1,0,18,10180.938814839987,6.089811669394111,1.8066171566942248
2021-01-25,-0.0028696182474319265,2021,1,1,0,25,10210.196181298696,6.072361284650052,1.803747538446793
2021-02-01,0.006188498547509358,2021,2,1,0,1,9656.211692088402,6.1100566020461535,1.8099360369943023
2021-02-08,0.04033521076990887,2021,2,1,0,8,8645.698702858357,6.3615448433122515,1.8502712477642111
2021-02-15,0.09578495359170769,2021,2,1,0,15,7356.068408072557,7.001022440667334,1.9460562013559188
2021-02-22,0.08572249167320067,2021,2,1,0,22,6358.452975561349,7.627641532682441,2.0317786930291195
2021-03-01,0.14877039731876396,2021,3,1,0,1,5423.014927979792,8.851165013827684,2.1805490903478835
2021-03-08,-0.01755583739067701,2021,3,1,0,8,5634.041554907542,8.697131450391675,2.1629932529572065
2021-03-15,-0.0065065714800187635,2021,3,1,0,15,5844.415879255829,8.640726642887394,2.1564866814771877
2021-03-22,0.022950470860900296,2021,3,1,0,22,5745.742824566834,8.841328536807556,2.179437152338088
2021-03-29,0.06277980886387269,2021,3,1,0,29,5470.471698680216,9.414179039153915,2.2422169612019607
2021-04-05,0.12485654888705477,2021,4,2,0,5,5015.8763094314545,10.666132236834242,2.3670735100890155
2021-04-12,0.18107450312122975,2021,4,2,0,12,4263.339138053778,12.783407145245159,2.548148013210245
2021-04-19,0.22500990372072982,2021,4,2,0,19,3654.169474101474,16.0091097073117,2.773157916930975
2021-04-26,-0.034648884823397896,2021,4,2,0,26,3912.3348062715872,15.463911703828805,2.738509032107577
2021-05-03,-0.17538432668416215,2021,5,2,0,3,4816.472681424616,12.976301151055996,2.563124705423415
2021-05-10,-0.13430393276037034,2021,5,2,0,10,5596.935037874071,11.345495270232709,2.4288207726630446
2021-05-17,-0.07380925149573381,2021,5,2,0,17,6357.79168827635,10.53825027384064,2.355011521167311
2021-05-24,-0.0747397835167467,2021,5,2,0,24,7352.236312026403,9.77933746258805,2.280271737650564
2021-05-31,-0.061100115942558375,2021,5,2,0,31,7815.466406524698,9.199706870977616,2.2191716217080057
2021-06-07,-0.019291034769034265,2021,6,2,0,7,8034.188311097945,9.023935859189764,2.1998805869389715
2021-06-14,0.02430518282015104,2021,6,2,0,14,8003.503020931631,9.245951404837001,2.2241857697591225
2021-06-21,0.056420297861113244,2021,6,2,0,21,7564.4453420812415,9.782607534796469,2.2806060676202358
2021-06-28,0.08741679612499853,2021,6,2,0,28,6931.264260034067,10.6762629765376,2.3680228637452343
2021-07-05,0.15586904366195142,2021,7,3,0,5,5930.8834744817095,12.47706186074862,2.5238919074071857
2021-07-12,0.1418529086826874,2021,7,3,0,12,5111.743757508366,14.378655012203966,2.665744816089873
2021-07-19,0.1858870571125233,2021,7,3,0,19,4186.875236071144,17.316016339677734,2.8516318732023964
2021-07-26,0.24398586966876312,2021,7,3,0,26,3235.1642738490846,22.100886986777898,3.0956177428711595
2021-08-02,0.39035640178824726,2021,8,3,0,2,2128.361868298215,32.654221556586364,3.485974144659407
2021-08-09,-0.15386632212919693,2021,8,3,0,9,2357.3707747612793,27.997292876714962,3.33210782253021
2021-08-16,-0.29820004562333935,2021,8,3,0,16,3128.267988210442,20.778270993714933,3.0339077769068705
2021-08-23,-0.24041588496986233,2021,8,3,0,23,3886.6515930891183,16.33797073885135,2.793491891937008
2021-08-30,-0.19127220622622332,2021,8,3,0,30,4594.751617252446,13.493656494336152,2.602219685710785
2021-09-06,-0.20554682336322472,2021,9,3,0,6,5370.1969378707745,10.986561700173489,2.39667286234756
2021-09-13,-0.17490562918527575,2021,9,3,0,13,6125.579749928059,9.22361675246552,2.2217672331622844
2021-09-20,-0.10978955946013969,2021,9,3,0,20,6654.913882829753,8.264569755275827,2.1119776737021447
2021-09-27,-0.051440934753472334,2021,9,3,0,27,6878.82125208841,7.8501821781756,2.0605367389486724
2021-10-04,0.11358645162455705,2021,10,4,0,4,6458.603611157902,8.794470665744551,2.1741231905732294
2021-10-11,0.16092823101291653,2021,10,4,0,11,5711.5247659023935,10.32999110013984,2.335051421586146
2021-10-18,0.24215170595477264,2021,10,4,0,18,4863.118777330598,13.160279016489511,2.5772031275409186
2021-10-25,0.009832287029491571,2021,10,4,0,25,5492.722457943896,13.290312874706265,2.58703541457041
2021-11-01,-0.19877461084158776,2021,11,4,0,1,7067.767209899786,10.894529730994321,2.3882608037288224
2021-11-08,-0.16917604722026702,2021,11,4,0,8,8587.976090635948,9.198907771312854,2.2190847565085554
2021-11-15,-0.1231462734576172,2021,11,4,0,15,9590.474282833899,8.13307013810705,2.095938483050938
2021-11-22,-0.0971406962081185,2021,11,4,0,22,9823.611012928739,7.380178215992429,1.9987977868428197
2021-11-29,-0.1053763416901452,2021,11,4,0,29,9635.571722749197,6.642055276169921,1.8934214451526745
2021-12-06,-0.004650869348442832,2021,12,4,0,6,9302.345745221357,6.611235669410883,1.8887705758042317
2021-12-13,0.03613112494778492,2021,12,4,0,13,8826.350870941584,6.8544748429591875,1.9249017007520166
2021-12-20,0.10388361190963824,2021,12,4,0,20,8086.951704986835,7.604843239273446,2.028785312661655
2021-12-27,0.0822871255640143,2021,12,4,0,27,7569.250993728653,8.257091758719996,2.111072438225669
2022-01-03,0.0657315601162125,2022,1,1,0,3,7201.1152334942,8.818078581029438,2.1768039983418817
2022-01-10,-0.0037659137038956736,2022,1,1,0,10,7228.285139686152,8.784932909101746,2.173038084637986
2022-01-17,0.014533023775467946,2022,1,1,0,17,7146.433736593148,8.913536786023164,2.187571108413454
2022-01-24,0.06778971384956334,2022,1,1,0,24,6552.231865879285,9.538734476944938,2.2553608222630173
2022-01-31,0.24481350814897773,2022,1,1,0,31,5162.246398496426,12.18461792492518,2.500174330411995
2022-02-07,0.5573194356233517,2022,2,1,0,7,3055.348018663818,21.274172239280997,3.0574937660353467
2022-02-14,0.7456425080754858,2022,2,1,0,14,1460.6972183302541,44.84159973610005,3.8031362741108325
2022-02-21,-0.38174504838206014,2022,2,1,0,21,2254.019977863431,30.611973575054375,3.4213912257287724
2022-02-28,-0.607197014562145,2022,2,1,0,28,4676.33468227067,16.679730023541822,2.8141942111666274
2022-03-07,-0.19586813684821625,2022,3,1,0,7,5615.212022765268,13.712750237715971,2.618326074318411
2022-03-14,-0.07496072448870139,2022,3,1,0,14,5816.506032339693,12.72241438220145,2.5433653498297097
2022-03-21,-0.06566347214830914,2022,3,1,0,21,5623.7052381914755,11.913853440431472,2.4777018776814006
2022-03-28,0.06108047979717801,2022,3,1,0,28,5487.893010707422,12.664241060166193,2.5387823574785786
2022-04-04,0.03532866215124919,2022,4,2,0,4,5297.397874657515,13.119648862413092,2.574111019629828
2022-04-11,0.011720625856352918,2022,4,2,0,11,5085.0046929451755,13.274324032315649,2.5858316454861807
2022-04-18,-0.02189203766667447,2022,4,2,0,18,4928.050508891276,12.986879879686716,2.5639396078195063
2022-04-25,-0.07435118260761664,2022,4,2,0,25,5101.061980934467,12.056313024593708,2.4895884252118896
2022-05-02,-0.2088445595494921,2022,5,2,0,2,5928.072659351196,9.783955651843826,2.2807438656623975
2022-05-09,-0.18711085781328674,2022,5,2,0,9,6901.36130620543,8.114341144499567,2.0936330078491108
2022-05-16,-0.17235343707259254,2022,5,2,0,16,7906.652358308987,6.829691954680691,1.9212795707765182
2022-05-23,-0.12234154283259624,2022,5,2,0,23,8273.726213414777,6.043226317899118,1.798938027943922
2022-05-30,-0.13080524763574797,2022,5,2,0,30,8675.549061307456,5.302258067464324,1.668132780308174
2022-06-06,-0.10482637273977802,2022,6,2,0,6,9110.745404091958,4.7745818888169795,1.563306407568396
2022-06-13,-0.11892191139469221,2022,6,2,0,13,9907.431401210795,4.239242069833272,1.4443844961737038
2022-06-20,0.037530218480446687,2022,6,2,0,20,9769.696499736838,4.401364975990633,1.4819147146541505
2022-06-27,0.10829927724697042,2022,6,2,0,27,8970.807031024528,4.904798403067968,1.590213991901121
2022-07-04,0.15995704025550417,2022,7,3,0,4,7818.490127818033,5.755586982183541,1.750171032156625
2022-07-11,0.1695626716093157,2022,7,3,0,11,6672.39337369533,6.819142315465885,1.9197337037659408
2022-07-18,0.24338143476164542,2022,7,3,0,18,5403.422035800054,8.698191569824505,2.163115138527586
2022-07-25,0.2260434297456837,2022,7,3,0,25,4356.073781271228,10.904314845222418,2.38915856827327
2022-08-01,0.2715915142647152,2022,8,3,0,1,3320.0492876954445,14.307016518110583,2.660750082537985
2022-08-08,0.33016531303691066,2022,8,3,0,8,2461.8298195865973,19.903894091358566,2.9909153955748957
2022-08-15,0.09736461982202504,2022,8,3,0,15,2165.0635094610275,21.93931022920648,3.0882800153969208
2022-08-22,-0.02710192705575931,2022,8,3,0,22,2177.7107802515798,21.352697714353095,3.0611780883411615
2022-08-29,0.04067269177159183,2022,8,3,0,29,2068.431553353606,22.239072849869707,3.1018507801127533
